DeviceId:CISME0006669c1949,,,,,,,,,,,,
Filename:/msc/Data/c12.tenm_May27_1505.csv,,,,,,,,,,,,
pH Slope(m): 0.05876,,,,,,,,,,,,
pH Eo (b): -0.35526,,,,,,,,,,,,
cal. Buffer pH: 8.10500,,,,,,,,,,,,
cal. Buffer temp. 22.96982,,,,,,,,,,,,
Salinity: 35,,,,,,,,,,,,
O2 0 Phase: 59.99000,,,,,,,,,,,,
O2 0 Temp: 20.00000,,,,,,,,,,,,
O2 100 Phase: 27.44000,,,,,,,,,,,,
O2 100 Temp: 23.20000,,,,,,,,,,,,
O2 LED Current: 150.00000,,,,,,,,,,,,
O2 Pressure Cal: 1013.00000,,,,,,,,,,,,
Total number of steps: 2,,,,,,,,,,,,
Step Number: 1,,,,,,,,,,,,
Time Threshold: 180,,,,,,,,,,,,
O2 Threshold:   0,,,,,,,,,,,,
pH Threshold: 0.000,,,,,,,,,,,,
Flow Rate: 5000.000000,,,,,,,,,,,,
Light Level: 0.000000,,,,,,,,,,,,
Step No., Time(m), Total T(m), O2 percent Sat., O2 (umol/kg), ISFET pH, ISFET Temp,, pH raw (V), ISFET Temp raw (V), Battery (V), Phase O2, Amplitude O2
1,0.03333, ,101.92,201.99,8.003305,27.590111, ,0.117228,0.689726,12.43,26.51,7998
1,0.03333, ,102.02,202.19,8.004412,27.589548, ,0.117294,0.689739,12.45,26.5,7996
1,0.05, ,101.53,201.23,8.004535,27.589166, ,0.117301,0.689747,12.44,26.55,7997
1,0.06667, ,101.83,201.81,8.004055,27.588569, ,0.117272,0.68976,12.44,26.52,8005
1,0.08333, ,101.83,201.81,8.00395,27.588188, ,0.117265,0.689768,12.44,26.52,8008
1,0.1, ,101.83,201.82,8.003834,27.587674, ,0.117258,0.689779,12.44,26.52,8007
1,0.11667, ,101.64,201.43,8.003635,27.58716, ,0.117246,0.68979,12.45,26.54,8008
1,0.13333, ,101.64,201.43,8.003504,27.587011, ,0.117238,0.689793,12.44,26.54,8007
1,0.15, ,101.73,201.63,8.003216,27.586331, ,0.117221,0.689808,12.43,26.53,8006
1,0.16667, ,101.83,201.83,8.003124,27.5858, ,0.117215,0.689819,12.45,26.52,8002
