DeviceId:CISME0006669c1949,,,,,,,,,,,,
Filename:/msc/Data/a11_tv_Feb05_1245.csv,,,,,,,,,,,,
pH Slope(m): 0.05876,,,,,,,,,,,,
pH Eo (b): -0.35526,,,,,,,,,,,,
cal. Buffer pH: 8.10500,,,,,,,,,,,,
cal. Buffer temp. 22.96982,,,,,,,,,,,,
Salinity: 36,,,,,,,,,,,,
O2 0 Phase: 59.99000,,,,,,,,,,,,
O2 0 Temp: 20.00000,,,,,,,,,,,,
O2 100 Phase: 27.04000,,,,,,,,,,,,
O2 100 Temp: 21.70000,,,,,,,,,,,,
O2 LED Current: 150.00000,,,,,,,,,,,,
O2 Pressure Cal: 1013.00000,,,,,,,,,,,,
Total number of steps: 2,,,,,,,,,,,,
Step Number: 1,,,,,,,,,,,,
Time Threshold: 180,,,,,,,,,,,,
O2 Threshold:   0,,,,,,,,,,,,
pH Threshold: 0.000,,,,,,,,,,,,
Flow Rate: 5000.000000,,,,,,,,,,,,
Light Level: 0.000000,,,,,,,,,,,,
Step No., Time(m), Total T(m), O2 percent Sat., O2 (umol/kg), ISFET pH, ISFET Temp,, pH raw (V), ISFET Temp raw (V), Battery (V), Phase O2, Amplitude O2
1,0.03333, ,88.94,183.8,8.022446,24.651701, ,0.116929,0.755501,12.46,27.8,13052
1,0.05, ,88.86,183.63,8.023288,24.651562, ,0.116978,0.755504,12.45,27.81,13060
1,0.06667, ,88.94,183.8,8.023151,24.651254, ,0.11697,0.755511,12.46,27.8,13058
1,0.08333, ,88.86,183.63,8.022593,24.650699, ,0.116937,0.755524,12.45,27.81,13057
1,0.1, ,88.94,183.81,8.022459,24.650113, ,0.116929,0.755538,12.46,27.8,13055
1,0.11667, ,88.78,183.47,8.022819,24.649805, ,0.11695,0.755545,12.43,27.82,13054
1,0.13333, ,88.86,183.64,8.022546,24.649111, ,0.116933,0.755561,12.46,27.81,13054
1,0.15, ,88.94,183.82,8.022358,24.649096, ,0.116922,0.755561,12.43,27.8,13054
1,0.16667, ,88.94,183.82,8.021758,24.648572, ,0.116886,0.755573,12.45,27.8,13052
