DeviceId:CISME0006669c1949,,,,,,,,,,,,
Filename:/msc/Data/b1cfa_Aug02_2001.csv,,,,,,,,,,,,
pH Slope(m): 0.05876,,,,,,,,,,,,
pH Eo (b): -0.35526,,,,,,,,,,,,
cal. Buffer pH: 8.10500,,,,,,,,,,,,
cal. Buffer temp. 22.96982,,,,,,,,,,,,
Salinity: 35,,,,,,,,,,,,
O2 0 Phase: 59.99000,,,,,,,,,,,,
O2 0 Temp: 20.00000,,,,,,,,,,,,
O2 100 Phase: 27.44000,,,,,,,,,,,,
O2 100 Temp: 23.20000,,,,,,,,,,,,
O2 LED Current: 150.00000,,,,,,,,,,,,
O2 Pressure Cal: 1013.00000,,,,,,,,,,,,
Total number of steps: 2,,,,,,,,,,,,
Step Number: 1,,,,,,,,,,,,
Time Threshold: 180,,,,,,,,,,,,
O2 Threshold:   0,,,,,,,,,,,,
pH Threshold: 0.000,,,,,,,,,,,,
Flow Rate: 5000.000000,,,,,,,,,,,,
Light Level: 0.000000,,,,,,,,,,,,
Step No., Time(m), Total T(m), O2 percent Sat., O2 (umol/kg), ISFET pH, ISFET Temp,, pH raw (V), ISFET Temp raw (V), Battery (V), Phase O2, Amplitude O2
1,0.05, ,101.97,193.56,7.976612,30.307761, ,0.116944,0.633156,12.61,26.07,9937
1,0.06667, ,101.97,193.56,7.977457,30.308313, ,0.116995,0.633145,12.62,26.07,9927
1,0.08333, ,102.17,193.94,7.977176,30.30703, ,0.116977,0.63317,12.6,26.05,9888
1,0.1, ,102.27,194.13,7.977285,30.306834, ,0.116984,0.633174,12.58,26.04,9928
1,0.11667, ,102.07,193.76,7.976433,30.306407, ,0.116932,0.633183,12.57,26.06,9923
1,0.13333, ,102.27,194.14,7.975933,30.305819, ,0.116902,0.633195,12.59,26.04,9920
1,0.15, ,102.27,194.14,7.975557,30.306032, ,0.116879,0.633191,12.58,26.04,9923
1,0.16667, ,102.17,193.95,7.975389,30.305516, ,0.116869,0.633201,12.6,26.05,9919
1,0.18333, ,102.27,194.14,7.975157,30.305533, ,0.116855,0.633201,12.59,26.04,9917
1,0.2, ,102.47,194.52,7.975231,30.305213, ,0.116859,0.633207,12.58,26.02,9909
1,0.21667, ,102.47,194.52,7.975061,30.304963, ,0.116849,0.633212,12.59,26.02,9910
1,0.23333, ,102.67,194.9,7.974889,30.304856, ,0.116838,0.633214,12.61,26,9910
1,0.25, ,102.57,194.72,7.974683,30.304607, ,0.116826,0.633219,12.58,26.01,9908
1,0.26667, ,102.57,194.72,7.974607,30.304482, ,0.116821,0.633222,12.62,26.01,9902
